id scale ngroups work_mem enable_incrementalsort max_workers incremental partial table run duration
1 10000000 10 4MB on 0 1 0 s_1 1 158.406
1 10000000 10 4MB on 0 1 0 s_1 2 158.812
1 10000000 10 4MB on 0 1 0 s_1 3 158.600
1 10000000 10 4MB on 0 1 0 s_1 4 158.337
1 10000000 10 4MB on 0 1 0 s_1 5 158.473
2 10000000 10 4MB on 0 1 0 s_2 1 51.578
2 10000000 10 4MB on 0 1 0 s_2 2 51.453
2 10000000 10 4MB on 0 1 0 s_2 3 51.561
2 10000000 10 4MB on 0 1 0 s_2 4 51.591
2 10000000 10 4MB on 0 1 0 s_2 5 51.482
3 10000000 10 4MB on 0 1 0 s_3 1 35.347
3 10000000 10 4MB on 0 1 0 s_3 2 35.352
3 10000000 10 4MB on 0 1 0 s_3 3 35.307
3 10000000 10 4MB on 0 1 0 s_3 4 35.313
3 10000000 10 4MB on 0 1 0 s_3 5 35.270
4 10000000 10 4MB on 0 1 0 s_4 1 36.819
4 10000000 10 4MB on 0 1 0 s_4 2 36.801
4 10000000 10 4MB on 0 1 0 s_4 3 36.791
4 10000000 10 4MB on 0 1 0 s_4 4 36.810
4 10000000 10 4MB on 0 1 0 s_4 5 36.827
5 10000000 10 4MB off 0 0 0 s_1 1 3846.926
5 10000000 10 4MB off 0 0 0 s_1 2 3876.400
5 10000000 10 4MB off 0 0 0 s_1 3 3888.485
5 10000000 10 4MB off 0 0 0 s_1 4 3883.257
5 10000000 10 4MB off 0 0 0 s_1 5 3904.582
6 10000000 10 4MB off 0 0 0 s_2 1 4216.119
6 10000000 10 4MB off 0 0 0 s_2 2 4225.150
6 10000000 10 4MB off 0 0 0 s_2 3 4223.542
6 10000000 10 4MB off 0 0 0 s_2 4 4216.241
6 10000000 10 4MB off 0 0 0 s_2 5 4231.859
7 10000000 10 4MB off 0 0 0 s_3 1 4810.350
7 10000000 10 4MB off 0 0 0 s_3 2 4817.445
7 10000000 10 4MB off 0 0 0 s_3 3 4819.500
7 10000000 10 4MB off 0 0 0 s_3 4 4814.531
7 10000000 10 4MB off 0 0 0 s_3 5 4835.777
8 10000000 10 4MB off 0 0 0 s_4 1 6008.431
8 10000000 10 4MB off 0 0 0 s_4 2 5998.709
8 10000000 10 4MB off 0 0 0 s_4 3 5991.346
8 10000000 10 4MB off 0 0 0 s_4 4 5995.593
8 10000000 10 4MB off 0 0 0 s_4 5 5998.187
9 10000000 10 8MB on 0 1 0 s_1 1 183.688
9 10000000 10 8MB on 0 1 0 s_1 2 184.697
9 10000000 10 8MB on 0 1 0 s_1 3 184.284
9 10000000 10 8MB on 0 1 0 s_1 4 185.108
9 10000000 10 8MB on 0 1 0 s_1 5 184.402
10 10000000 10 8MB on 0 1 0 s_2 1 42.228
10 10000000 10 8MB on 0 1 0 s_2 2 42.198
10 10000000 10 8MB on 0 1 0 s_2 3 42.027
10 10000000 10 8MB on 0 1 0 s_2 4 42.174
10 10000000 10 8MB on 0 1 0 s_2 5 42.113
11 10000000 10 8MB on 0 1 0 s_3 1 35.327
11 10000000 10 8MB on 0 1 0 s_3 2 35.281
11 10000000 10 8MB on 0 1 0 s_3 3 35.367
11 10000000 10 8MB on 0 1 0 s_3 4 35.281
11 10000000 10 8MB on 0 1 0 s_3 5 35.353
12 10000000 10 8MB on 0 1 0 s_4 1 36.825
12 10000000 10 8MB on 0 1 0 s_4 2 36.814
12 10000000 10 8MB on 0 1 0 s_4 3 36.806
12 10000000 10 8MB on 0 1 0 s_4 4 36.845
12 10000000 10 8MB on 0 1 0 s_4 5 36.819
13 10000000 10 8MB off 0 0 0 s_1 1 3478.807
13 10000000 10 8MB off 0 0 0 s_1 2 3492.059
13 10000000 10 8MB off 0 0 0 s_1 3 3496.829
13 10000000 10 8MB off 0 0 0 s_1 4 3473.011
13 10000000 10 8MB off 0 0 0 s_1 5 3482.861
14 10000000 10 8MB off 0 0 0 s_2 1 3734.688
14 10000000 10 8MB off 0 0 0 s_2 2 3734.091
14 10000000 10 8MB off 0 0 0 s_2 3 3720.262
14 10000000 10 8MB off 0 0 0 s_2 4 3723.991
14 10000000 10 8MB off 0 0 0 s_2 5 3724.657
15 10000000 10 8MB off 0 0 0 s_3 1 4326.815
15 10000000 10 8MB off 0 0 0 s_3 2 4322.825
