id scale ngroups work_mem enable_incrementalsort max_workers incremental partial ios table run duration
1 10000000 10 4MB on 0 1 0 1 s_1 1 4215.947
1 10000000 10 4MB on 0 1 0 1 s_1 2 4215.269
1 10000000 10 4MB on 0 1 0 1 s_1 3 4216.991
1 10000000 10 4MB on 0 1 0 1 s_1 4 4216.605
1 10000000 10 4MB on 0 1 0 1 s_1 5 4219.420
2 10000000 10 4MB on 0 1 0 1 s_2 1 4674.447
2 10000000 10 4MB on 0 1 0 1 s_2 2 4481.330
2 10000000 10 4MB on 0 1 0 1 s_2 3 4482.892
2 10000000 10 4MB on 0 1 0 1 s_2 4 4480.500
2 10000000 10 4MB on 0 1 0 1 s_2 5 4488.146
3 10000000 10 4MB on 0 1 0 1 s_3 1 3418.287
3 10000000 10 4MB on 0 1 0 1 s_3 2 3416.922
3 10000000 10 4MB on 0 1 0 1 s_3 3 3419.203
3 10000000 10 4MB on 0 1 0 1 s_3 4 3420.028
3 10000000 10 4MB on 0 1 0 1 s_3 5 3418.302
4 10000000 10 4MB off 0 0 0 0 s_1 1 4656.641
4 10000000 10 4MB off 0 0 0 0 s_1 2 4655.264
4 10000000 10 4MB off 0 0 0 0 s_1 3 4649.709
4 10000000 10 4MB off 0 0 0 0 s_1 4 4657.987
4 10000000 10 4MB off 0 0 0 0 s_1 5 4722.287
5 10000000 10 4MB off 0 0 0 0 s_2 1 4967.800
5 10000000 10 4MB off 0 0 0 0 s_2 2 4973.095
5 10000000 10 4MB off 0 0 0 0 s_2 3 4966.392
5 10000000 10 4MB off 0 0 0 0 s_2 4 4970.268
5 10000000 10 4MB off 0 0 0 0 s_2 5 4971.262
6 10000000 10 4MB off 0 0 0 0 s_3 1 5565.072
6 10000000 10 4MB off 0 0 0 0 s_3 2 5563.424
6 10000000 10 4MB off 0 0 0 0 s_3 3 5563.735
6 10000000 10 4MB off 0 0 0 0 s_3 4 5559.092
6 10000000 10 4MB off 0 0 0 0 s_3 5 5551.922
7 10000000 10 8MB on 0 1 0 1 s_1 1 4119.703
7 10000000 10 8MB on 0 1 0 1 s_1 2 3979.084
7 10000000 10 8MB on 0 1 0 1 s_1 3 3913.526
7 10000000 10 8MB on 0 1 0 1 s_1 4 3913.215
7 10000000 10 8MB on 0 1 0 1 s_1 5 3914.245
8 10000000 10 8MB on 0 1 0 1 s_2 1 4275.247
8 10000000 10 8MB on 0 1 0 1 s_2 2 4269.195
8 10000000 10 8MB on 0 1 0 1 s_2 3 4272.596
8 10000000 10 8MB on 0 1 0 1 s_2 4 4276.068
8 10000000 10 8MB on 0 1 0 1 s_2 5 4272.561
