id scale ngroups work_mem enable_incrementalsort max_workers incremental partial table run duration
1 10000000 10 4MB on 0 1 0 s_1 1 6792.613
1 10000000 10 4MB on 0 1 0 s_1 2 6786.948
1 10000000 10 4MB on 0 1 0 s_1 3 6794.711
1 10000000 10 4MB on 0 1 0 s_1 4 6784.061
1 10000000 10 4MB on 0 1 0 s_1 5 6811.643
2 10000000 10 4MB on 0 1 0 s_2 1 7360.484
2 10000000 10 4MB on 0 1 0 s_2 2 7368.474
2 10000000 10 4MB on 0 1 0 s_2 3 7361.761
2 10000000 10 4MB on 0 1 0 s_2 4 7377.471
2 10000000 10 4MB on 0 1 0 s_2 5 7375.244
3 10000000 10 4MB on 0 1 0 s_3 1 6250.180
3 10000000 10 4MB on 0 1 0 s_3 2 6249.757
3 10000000 10 4MB on 0 1 0 s_3 3 6250.960
3 10000000 10 4MB on 0 1 0 s_3 4 6253.348
3 10000000 10 4MB on 0 1 0 s_3 5 6251.623
4 10000000 10 4MB on 0 1 0 s_4 1 6680.457
4 10000000 10 4MB on 0 1 0 s_4 2 6679.509
4 10000000 10 4MB on 0 1 0 s_4 3 6680.576
4 10000000 10 4MB on 0 1 0 s_4 4 6684.551
4 10000000 10 4MB on 0 1 0 s_4 5 6684.184
5 10000000 10 4MB off 0 0 0 s_1 1 7854.296
5 10000000 10 4MB off 0 0 0 s_1 2 7812.504
5 10000000 10 4MB off 0 0 0 s_1 3 7790.760
5 10000000 10 4MB off 0 0 0 s_1 4 7792.828
5 10000000 10 4MB off 0 0 0 s_1 5 7796.492
6 10000000 10 4MB off 0 0 0 s_2 1 8469.267
6 10000000 10 4MB off 0 0 0 s_2 2 8458.666
6 10000000 10 4MB off 0 0 0 s_2 3 8483.404
6 10000000 10 4MB off 0 0 0 s_2 4 8473.282
6 10000000 10 4MB off 0 0 0 s_2 5 8448.474
7 10000000 10 4MB off 0 0 0 s_3 1 9198.482
7 10000000 10 4MB off 0 0 0 s_3 2 9191.060
7 10000000 10 4MB off 0 0 0 s_3 3 9239.828
7 10000000 10 4MB off 0 0 0 s_3 4 9229.438
7 10000000 10 4MB off 0 0 0 s_3 5 9221.870
8 10000000 10 4MB off 0 0 0 s_4 1 10481.602
8 10000000 10 4MB off 0 0 0 s_4 2 10470.294
8 10000000 10 4MB off 0 0 0 s_4 3 10474.604
8 10000000 10 4MB off 0 0 0 s_4 4 10478.043
8 10000000 10 4MB off 0 0 0 s_4 5 10521.826
9 10000000 10 8MB on 0 1 0 s_1 1 6079.932
9 10000000 10 8MB on 0 1 0 s_1 2 6090.968
9 10000000 10 8MB on 0 1 0 s_1 3 6077.330
9 10000000 10 8MB on 0 1 0 s_1 4 6091.636
9 10000000 10 8MB on 0 1 0 s_1 5 6099.401
10 10000000 10 8MB on 0 1 0 s_2 1 6627.594
10 10000000 10 8MB on 0 1 0 s_2 2 6613.215
10 10000000 10 8MB on 0 1 0 s_2 3 6605.361
10 10000000 10 8MB on 0 1 0 s_2 4 6626.565
10 10000000 10 8MB on 0 1 0 s_2 5 6617.548
11 10000000 10 8MB on 0 1 0 s_3 1 5473.023
11 10000000 10 8MB on 0 1 0 s_3 2 5470.465
11 10000000 10 8MB on 0 1 0 s_3 3 5471.813
11 10000000 10 8MB on 0 1 0 s_3 4 5474.330
11 10000000 10 8MB on 0 1 0 s_3 5 5471.088
12 10000000 10 8MB on 0 1 0 s_4 1 5893.719
12 10000000 10 8MB on 0 1 0 s_4 2 5890.826
12 10000000 10 8MB on 0 1 0 s_4 3 5889.558
12 10000000 10 8MB on 0 1 0 s_4 4 5891.232
12 10000000 10 8MB on 0 1 0 s_4 5 5895.812
13 10000000 10 8MB off 0 0 0 s_1 1 6634.896
13 10000000 10 8MB off 0 0 0 s_1 2 6648.496
13 10000000 10 8MB off 0 0 0 s_1 3 6641.358
13 10000000 10 8MB off 0 0 0 s_1 4 6653.738
13 10000000 10 8MB off 0 0 0 s_1 5 6638.030
14 10000000 10 8MB off 0 0 0 s_2 1 7222.370
14 10000000 10 8MB off 0 0 0 s_2 2 7206.220
14 10000000 10 8MB off 0 0 0 s_2 3 7215.517
14 10000000 10 8MB off 0 0 0 s_2 4 7252.670
14 10000000 10 8MB off 0 0 0 s_2 5 7202.890
15 10000000 10 8MB off 0 0 0 s_3 1 7959.219
15 10000000 10 8MB off 0 0 0 s_3 2 7953.113
15 10000000 10 8MB off 0 0 0 s_3 3 7952.645
15 10000000 10 8MB off 0 0 0 s_3 4 7955.009
15 10000000 10 8MB off 0 0 0 s_3 5 7956.084
16 10000000 10 8MB off 0 0 0 s_4 1 9182.936
16 10000000 10 8MB off 0 0 0 s_4 2 9188.489
16 10000000 10 8MB off 0 0 0 s_4 3 9183.607
16 10000000 10 8MB off 0 0 0 s_4 4 9181.734
16 10000000 10 8MB off 0 0 0 s_4 5 9179.132
17 10000000 10 16MB on 0 1 0 s_1 1 5659.899
17 10000000 10 16MB on 0 1 0 s_1 2 5658.323
17 10000000 10 16MB on 0 1 0 s_1 3 5663.942
17 10000000 10 16MB on 0 1 0 s_1 4 5656.544
17 10000000 10 16MB on 0 1 0 s_1 5 5659.418
18 10000000 10 16MB on 0 1 0 s_2 1 4734.307
18 10000000 10 16MB on 0 1 0 s_2 2 4720.127
18 10000000 10 16MB on 0 1 0 s_2 3 4740.019
18 10000000 10 16MB on 0 1 0 s_2 4 4725.846
18 10000000 10 16MB on 0 1 0 s_2 5 4718.160
19 10000000 10 16MB on 0 1 0 s_3 1 4612.669
19 10000000 10 16MB on 0 1 0 s_3 2 4607.385
19 10000000 10 16MB on 0 1 0 s_3 3 4613.177
19 10000000 10 16MB on 0 1 0 s_3 4 4611.541
19 10000000 10 16MB on 0 1 0 s_3 5 4613.119
20 10000000 10 16MB on 0 1 0 s_4 1 5024.562
20 10000000 10 16MB on 0 1 0 s_4 2 5023.384
20 10000000 10 16MB on 0 1 0 s_4 3 5025.320
20 10000000 10 16MB on 0 1 0 s_4 4 5023.854
20 10000000 10 16MB on 0 1 0 s_4 5 5023.931
21 10000000 10 16MB off 0 0 0 s_1 1 5383.910
21 10000000 10 16MB off 0 0 0 s_1 2 5380.335
21 10000000 10 16MB off 0 0 0 s_1 3 5380.638
21 10000000 10 16MB off 0 0 0 s_1 4 5382.906
21 10000000 10 16MB off 0 0 0 s_1 5 5383.628
22 10000000 10 16MB off 0 0 0 s_2 1 5833.946
22 10000000 10 16MB off 0 0 0 s_2 2 5837.764
22 10000000 10 16MB off 0 0 0 s_2 3 5838.193
22 10000000 10 16MB off 0 0 0 s_2 4 5828.173
22 10000000 10 16MB off 0 0 0 s_2 5 5827.511
23 10000000 10 16MB off 0 0 0 s_3 1 6530.187
23 10000000 10 16MB off 0 0 0 s_3 2 6526.970
23 10000000 10 16MB off 0 0 0 s_3 3 6521.154
23 10000000 10 16MB off 0 0 0 s_3 4 6529.247
23 10000000 10 16MB off 0 0 0 s_3 5 6531.763
24 10000000 10 16MB off 0 0 0 s_4 1 7749.138
24 10000000 10 16MB off 0 0 0 s_4 2 7750.872
24 10000000 10 16MB off 0 0 0 s_4 3 7748.897
24 10000000 10 16MB off 0 0 0 s_4 4 7748.162
24 10000000 10 16MB off 0 0 0 s_4 5 7749.871
25 10000000 10 32MB on 0 1 0 s_1 1 5847.140
25 10000000 10 32MB on 0 1 0 s_1 2 5848.251
25 10000000 10 32MB on 0 1 0 s_1 3 5854.332
25 10000000 10 32MB on 0 1 0 s_1 4 5848.078
25 10000000 10 32MB on 0 1 0 s_1 5 5850.040
26 10000000 10 32MB on 0 1 0 s_2 1 4665.585
26 10000000 10 32MB on 0 1 0 s_2 2 4661.972
26 10000000 10 32MB on 0 1 0 s_2 3 4670.267
26 10000000 10 32MB on 0 1 0 s_2 4 4655.377
26 10000000 10 32MB on 0 1 0 s_2 5 4661.321
27 10000000 10 32MB on 0 1 0 s_3 1 4563.872
27 10000000 10 32MB on 0 1 0 s_3 2 4564.820
27 10000000 10 32MB on 0 1 0 s_3 3 4563.154
27 10000000 10 32MB on 0 1 0 s_3 4 4563.744
27 10000000 10 32MB on 0 1 0 s_3 5 4562.487
28 10000000 10 32MB on 0 1 0 s_4 1 4953.883
28 10000000 10 32MB on 0 1 0 s_4 2 4954.664
28 10000000 10 32MB on 0 1 0 s_4 3 4954.335
28 10000000 10 32MB on 0 1 0 s_4 4 4957.398
28 10000000 10 32MB on 0 1 0 s_4 5 4955.152
29 10000000 10 32MB off 0 0 0 s_1 1 5471.303
29 10000000 10 32MB off 0 0 0 s_1 2 5464.535
29 10000000 10 32MB off 0 0 0 s_1 3 5468.719
29 10000000 10 32MB off 0 0 0 s_1 4 5464.169
29 10000000 10 32MB off 0 0 0 s_1 5 5462.222
30 10000000 10 32MB off 0 0 0 s_2 1 5894.262
30 10000000 10 32MB off 0 0 0 s_2 2 5907.661
30 10000000 10 32MB off 0 0 0 s_2 3 5890.928
30 10000000 10 32MB off 0 0 0 s_2 4 5895.516
