id scale ngroups work_mem enable_incrementalsort max_workers incremental partial table run duration
1 10000 10 4MB on 0 0 0 s_1 1 3.609
1 10000 10 4MB on 0 0 0 s_1 2 3.633
1 10000 10 4MB on 0 0 0 s_1 3 3.521
1 10000 10 4MB on 0 0 0 s_1 4 3.677
1 10000 10 4MB on 0 0 0 s_1 5 3.550
2 10000 10 4MB on 0 0 0 s_2 1 4.548
2 10000 10 4MB on 0 0 0 s_2 2 4.520
2 10000 10 4MB on 0 0 0 s_2 3 4.504
2 10000 10 4MB on 0 0 0 s_2 4 4.482
2 10000 10 4MB on 0 0 0 s_2 5 4.477
3 10000 10 4MB on 0 1 0 s_3 1 4.551
3 10000 10 4MB on 0 1 0 s_3 2 4.452
3 10000 10 4MB on 0 1 0 s_3 3 4.437
3 10000 10 4MB on 0 1 0 s_3 4 4.534
3 10000 10 4MB on 0 1 0 s_3 5 4.466
4 10000 10 4MB on 0 1 0 s_4 1 4.438
4 10000 10 4MB on 0 1 0 s_4 2 4.316
4 10000 10 4MB on 0 1 0 s_4 3 4.350
4 10000 10 4MB on 0 1 0 s_4 4 4.329
4 10000 10 4MB on 0 1 0 s_4 5 4.428
5 10000 10 4MB off 0 0 0 s_1 1 3.554
5 10000 10 4MB off 0 0 0 s_1 2 3.526
5 10000 10 4MB off 0 0 0 s_1 3 3.524
5 10000 10 4MB off 0 0 0 s_1 4 3.547
5 10000 10 4MB off 0 0 0 s_1 5 3.481
6 10000 10 4MB off 0 0 0 s_2 1 4.435
6 10000 10 4MB off 0 0 0 s_2 2 4.398
6 10000 10 4MB off 0 0 0 s_2 3 4.487
6 10000 10 4MB off 0 0 0 s_2 4 4.433
6 10000 10 4MB off 0 0 0 s_2 5 4.413
7 10000 10 4MB off 0 0 0 s_3 1 5.284
7 10000 10 4MB off 0 0 0 s_3 2 5.290
7 10000 10 4MB off 0 0 0 s_3 3 5.262
7 10000 10 4MB off 0 0 0 s_3 4 5.226
7 10000 10 4MB off 0 0 0 s_3 5 5.289
8 10000 10 4MB off 0 0 0 s_4 1 5.311
8 10000 10 4MB off 0 0 0 s_4 2 5.273
8 10000 10 4MB off 0 0 0 s_4 3 5.263
8 10000 10 4MB off 0 0 0 s_4 4 5.245
8 10000 10 4MB off 0 0 0 s_4 5 5.241
9 10000 10 8MB on 0 0 0 s_1 1 3.579
9 10000 10 8MB on 0 0 0 s_1 2 3.555
9 10000 10 8MB on 0 0 0 s_1 3 3.631
9 10000 10 8MB on 0 0 0 s_1 4 3.597
9 10000 10 8MB on 0 0 0 s_1 5 3.541
10 10000 10 8MB on 0 0 0 s_2 1 4.512
10 10000 10 8MB on 0 0 0 s_2 2 4.409
10 10000 10 8MB on 0 0 0 s_2 3 4.467
10 10000 10 8MB on 0 0 0 s_2 4 4.507
10 10000 10 8MB on 0 0 0 s_2 5 4.445
11 10000 10 8MB on 0 1 0 s_3 1 4.424
11 10000 10 8MB on 0 1 0 s_3 2 4.472
11 10000 10 8MB on 0 1 0 s_3 3 4.400
11 10000 10 8MB on 0 1 0 s_3 4 4.467
11 10000 10 8MB on 0 1 0 s_3 5 4.507
12 10000 10 8MB on 0 1 0 s_4 1 4.408
12 10000 10 8MB on 0 1 0 s_4 2 4.409
12 10000 10 8MB on 0 1 0 s_4 3 4.328
12 10000 10 8MB on 0 1 0 s_4 4 4.398
12 10000 10 8MB on 0 1 0 s_4 5 4.402
13 10000 10 8MB off 0 0 0 s_1 1 3.567
13 10000 10 8MB off 0 0 0 s_1 2 3.478
13 10000 10 8MB off 0 0 0 s_1 3 3.591
13 10000 10 8MB off 0 0 0 s_1 4 3.526
13 10000 10 8MB off 0 0 0 s_1 5 3.511
14 10000 10 8MB off 0 0 0 s_2 1 4.404
14 10000 10 8MB off 0 0 0 s_2 2 4.487
14 10000 10 8MB off 0 0 0 s_2 3 4.447
14 10000 10 8MB off 0 0 0 s_2 4 4.400
14 10000 10 8MB off 0 0 0 s_2 5 4.435
15 10000 10 8MB off 0 0 0 s_3 1 5.247
15 10000 10 8MB off 0 0 0 s_3 2 5.210
15 10000 10 8MB off 0 0 0 s_3 3 5.187
15 10000 10 8MB off 0 0 0 s_3 4 5.267
15 10000 10 8MB off 0 0 0 s_3 5 5.261
16 10000 10 8MB off 0 0 0 s_4 1 5.310
16 10000 10 8MB off 0 0 0 s_4 2 5.308
16 10000 10 8MB off 0 0 0 s_4 3 5.240
16 10000 10 8MB off 0 0 0 s_4 4 5.231
16 10000 10 8MB off 0 0 0 s_4 5 5.222
17 10000 10 16MB on 0 0 0 s_1 1 3.616
17 10000 10 16MB on 0 0 0 s_1 2 3.536
17 10000 10 16MB on 0 0 0 s_1 3 3.622
17 10000 10 16MB on 0 0 0 s_1 4 3.557
17 10000 10 16MB on 0 0 0 s_1 5 3.579
18 10000 10 16MB on 0 0 0 s_2 1 4.552
18 10000 10 16MB on 0 0 0 s_2 2 4.518
18 10000 10 16MB on 0 0 0 s_2 3 4.538
18 10000 10 16MB on 0 0 0 s_2 4 4.484
18 10000 10 16MB on 0 0 0 s_2 5 4.434
19 10000 10 16MB on 0 1 0 s_3 1 4.461
19 10000 10 16MB on 0 1 0 s_3 2 4.489
19 10000 10 16MB on 0 1 0 s_3 3 4.425
19 10000 10 16MB on 0 1 0 s_3 4 4.438
19 10000 10 16MB on 0 1 0 s_3 5 4.400
20 10000 10 16MB on 0 1 0 s_4 1 4.388
20 10000 10 16MB on 0 1 0 s_4 2 4.390
20 10000 10 16MB on 0 1 0 s_4 3 4.336
20 10000 10 16MB on 0 1 0 s_4 4 4.352
20 10000 10 16MB on 0 1 0 s_4 5 4.402
21 10000 10 16MB off 0 0 0 s_1 1 3.592
21 10000 10 16MB off 0 0 0 s_1 2 3.533
21 10000 10 16MB off 0 0 0 s_1 3 3.528
21 10000 10 16MB off 0 0 0 s_1 4 3.585
21 10000 10 16MB off 0 0 0 s_1 5 3.536
22 10000 10 16MB off 0 0 0 s_2 1 4.436
22 10000 10 16MB off 0 0 0 s_2 2 4.508
22 10000 10 16MB off 0 0 0 s_2 3 4.429
22 10000 10 16MB off 0 0 0 s_2 4 4.428
22 10000 10 16MB off 0 0 0 s_2 5 4.432
23 10000 10 16MB off 0 0 0 s_3 1 5.296
23 10000 10 16MB off 0 0 0 s_3 2 5.289
23 10000 10 16MB off 0 0 0 s_3 3 5.209
23 10000 10 16MB off 0 0 0 s_3 4 5.209
23 10000 10 16MB off 0 0 0 s_3 5 5.221
24 10000 10 16MB off 0 0 0 s_4 1 5.279
24 10000 10 16MB off 0 0 0 s_4 2 5.307
24 10000 10 16MB off 0 0 0 s_4 3 5.241
24 10000 10 16MB off 0 0 0 s_4 4 5.303
24 10000 10 16MB off 0 0 0 s_4 5 5.282
25 10000 10 32MB on 0 0 0 s_1 1 3.616
25 10000 10 32MB on 0 0 0 s_1 2 3.571
25 10000 10 32MB on 0 0 0 s_1 3 3.560
25 10000 10 32MB on 0 0 0 s_1 4 3.584
25 10000 10 32MB on 0 0 0 s_1 5 3.554
26 10000 10 32MB on 0 0 0 s_2 1 4.502
26 10000 10 32MB on 0 0 0 s_2 2 4.453
26 10000 10 32MB on 0 0 0 s_2 3 4.472
26 10000 10 32MB on 0 0 0 s_2 4 4.491
26 10000 10 32MB on 0 0 0 s_2 5 4.514
27 10000 10 32MB on 0 1 0 s_3 1 4.466
27 10000 10 32MB on 0 1 0 s_3 2 4.503
27 10000 10 32MB on 0 1 0 s_3 3 4.535
27 10000 10 32MB on 0 1 0 s_3 4 4.478
27 10000 10 32MB on 0 1 0 s_3 5 4.524
28 10000 10 32MB on 0 1 0 s_4 1 4.395
28 10000 10 32MB on 0 1 0 s_4 2 4.338
28 10000 10 32MB on 0 1 0 s_4 3 4.357
28 10000 10 32MB on 0 1 0 s_4 4 4.382
28 10000 10 32MB on 0 1 0 s_4 5 4.354
29 10000 10 32MB off 0 0 0 s_1 1 3.490
29 10000 10 32MB off 0 0 0 s_1 2 3.490
29 10000 10 32MB off 0 0 0 s_1 3 3.498
29 10000 10 32MB off 0 0 0 s_1 4 3.513
29 10000 10 32MB off 0 0 0 s_1 5 3.480
30 10000 10 32MB off 0 0 0 s_2 1 4.445
30 10000 10 32MB off 0 0 0 s_2 2 4.416
30 10000 10 32MB off 0 0 0 s_2 3 4.477
30 10000 10 32MB off 0 0 0 s_2 4 4.438
30 10000 10 32MB off 0 0 0 s_2 5 4.343
31 10000 10 32MB off 0 0 0 s_3 1 5.282
31 10000 10 32MB off 0 0 0 s_3 2 5.286
