id scale ngroups work_mem enable_incrementalsort max_workers incremental partial ios table run duration
1 1000 10 4MB on 0 1 0 1 s_1 1 1.376
1 1000 10 4MB on 0 1 0 1 s_1 2 1.293
1 1000 10 4MB on 0 1 0 1 s_1 3 1.286
1 1000 10 4MB on 0 1 0 1 s_1 4 1.328
1 1000 10 4MB on 0 1 0 1 s_1 5 1.391
2 1000 10 4MB on 0 1 0 1 s_2 1 1.327
2 1000 10 4MB on 0 1 0 1 s_2 2 1.372
2 1000 10 4MB on 0 1 0 1 s_2 3 1.365
2 1000 10 4MB on 0 1 0 1 s_2 4 1.340
2 1000 10 4MB on 0 1 0 1 s_2 5 1.345
3 1000 10 4MB on 0 1 0 1 s_3 1 1.389
3 1000 10 4MB on 0 1 0 1 s_3 2 1.377
3 1000 10 4MB on 0 1 0 1 s_3 3 1.361
3 1000 10 4MB on 0 1 0 1 s_3 4 1.359
3 1000 10 4MB on 0 1 0 1 s_3 5 1.300
4 1000 10 4MB off 0 0 0 0 s_1 1 1.341
4 1000 10 4MB off 0 0 0 0 s_1 2 1.306
4 1000 10 4MB off 0 0 0 0 s_1 3 1.321
4 1000 10 4MB off 0 0 0 0 s_1 4 1.360
4 1000 10 4MB off 0 0 0 0 s_1 5 1.386
5 1000 10 4MB off 0 0 0 0 s_2 1 1.432
5 1000 10 4MB off 0 0 0 0 s_2 2 1.304
5 1000 10 4MB off 0 0 0 0 s_2 3 1.356
5 1000 10 4MB off 0 0 0 0 s_2 4 1.350
5 1000 10 4MB off 0 0 0 0 s_2 5 1.289
6 1000 10 4MB off 0 0 0 0 s_3 1 1.332
6 1000 10 4MB off 0 0 0 0 s_3 2 1.391
6 1000 10 4MB off 0 0 0 0 s_3 3 1.362
6 1000 10 4MB off 0 0 0 0 s_3 4 1.360
6 1000 10 4MB off 0 0 0 0 s_3 5 1.340
7 1000 10 8MB on 0 1 0 1 s_1 1 1.329
7 1000 10 8MB on 0 1 0 1 s_1 2 1.327
7 1000 10 8MB on 0 1 0 1 s_1 3 1.328
7 1000 10 8MB on 0 1 0 1 s_1 4 1.319
7 1000 10 8MB on 0 1 0 1 s_1 5 1.304
8 1000 10 8MB on 0 1 0 1 s_2 1 1.275
8 1000 10 8MB on 0 1 0 1 s_2 2 1.304
8 1000 10 8MB on 0 1 0 1 s_2 3 1.237
8 1000 10 8MB on 0 1 0 1 s_2 4 1.283
8 1000 10 8MB on 0 1 0 1 s_2 5 1.341
9 1000 10 8MB on 0 1 0 1 s_3 1 1.346
9 1000 10 8MB on 0 1 0 1 s_3 2 1.331
9 1000 10 8MB on 0 1 0 1 s_3 3 1.324
9 1000 10 8MB on 0 1 0 1 s_3 4 1.338
9 1000 10 8MB on 0 1 0 1 s_3 5 1.271
10 1000 10 8MB off 0 0 0 0 s_1 1 1.373
10 1000 10 8MB off 0 0 0 0 s_1 2 1.344
10 1000 10 8MB off 0 0 0 0 s_1 3 1.366
10 1000 10 8MB off 0 0 0 0 s_1 4 1.363
10 1000 10 8MB off 0 0 0 0 s_1 5 1.322
11 1000 10 8MB off 0 0 0 0 s_2 1 1.390
11 1000 10 8MB off 0 0 0 0 s_2 2 1.398
11 1000 10 8MB off 0 0 0 0 s_2 3 1.383
11 1000 10 8MB off 0 0 0 0 s_2 4 1.345
11 1000 10 8MB off 0 0 0 0 s_2 5 1.331
12 1000 10 8MB off 0 0 0 0 s_3 1 1.373
12 1000 10 8MB off 0 0 0 0 s_3 2 1.324
12 1000 10 8MB off 0 0 0 0 s_3 3 1.335
12 1000 10 8MB off 0 0 0 0 s_3 4 1.297
12 1000 10 8MB off 0 0 0 0 s_3 5 1.341
13 1000 10 16MB on 0 1 0 1 s_1 1 1.367
13 1000 10 16MB on 0 1 0 1 s_1 2 1.304
13 1000 10 16MB on 0 1 0 1 s_1 3 1.299
13 1000 10 16MB on 0 1 0 1 s_1 4 1.297
13 1000 10 16MB on 0 1 0 1 s_1 5 1.292
14 1000 10 16MB on 0 1 0 1 s_2 1 1.313
14 1000 10 16MB on 0 1 0 1 s_2 2 1.336
14 1000 10 16MB on 0 1 0 1 s_2 3 1.332
14 1000 10 16MB on 0 1 0 1 s_2 4 1.302
14 1000 10 16MB on 0 1 0 1 s_2 5 1.290
15 1000 10 16MB on 0 1 0 1 s_3 1 1.418
15 1000 10 16MB on 0 1 0 1 s_3 2 1.341
15 1000 10 16MB on 0 1 0 1 s_3 3 1.297
15 1000 10 16MB on 0 1 0 1 s_3 4 1.343
15 1000 10 16MB on 0 1 0 1 s_3 5 1.331
16 1000 10 16MB off 0 0 0 0 s_1 1 1.320
16 1000 10 16MB off 0 0 0 0 s_1 2 1.338
16 1000 10 16MB off 0 0 0 0 s_1 3 1.400
16 1000 10 16MB off 0 0 0 0 s_1 4 1.375
16 1000 10 16MB off 0 0 0 0 s_1 5 1.328
17 1000 10 16MB off 0 0 0 0 s_2 1 1.355
17 1000 10 16MB off 0 0 0 0 s_2 2 1.347
17 1000 10 16MB off 0 0 0 0 s_2 3 1.326
17 1000 10 16MB off 0 0 0 0 s_2 4 1.321
17 1000 10 16MB off 0 0 0 0 s_2 5 1.359
18 1000 10 16MB off 0 0 0 0 s_3 1 1.397
18 1000 10 16MB off 0 0 0 0 s_3 2 1.370
18 1000 10 16MB off 0 0 0 0 s_3 3 1.350
18 1000 10 16MB off 0 0 0 0 s_3 4 1.334
18 1000 10 16MB off 0 0 0 0 s_3 5 1.385
19 1000 10 32MB on 0 1 0 1 s_1 1 1.331
19 1000 10 32MB on 0 1 0 1 s_1 2 1.347
19 1000 10 32MB on 0 1 0 1 s_1 3 1.337
19 1000 10 32MB on 0 1 0 1 s_1 4 1.331
19 1000 10 32MB on 0 1 0 1 s_1 5 1.300
20 1000 10 32MB on 0 1 0 1 s_2 1 1.328
20 1000 10 32MB on 0 1 0 1 s_2 2 1.327
20 1000 10 32MB on 0 1 0 1 s_2 3 1.293
20 1000 10 32MB on 0 1 0 1 s_2 4 1.274
20 1000 10 32MB on 0 1 0 1 s_2 5 1.330
21 1000 10 32MB on 0 1 0 1 s_3 1 1.310
21 1000 10 32MB on 0 1 0 1 s_3 2 1.278
21 1000 10 32MB on 0 1 0 1 s_3 3 1.296
21 1000 10 32MB on 0 1 0 1 s_3 4 1.315
21 1000 10 32MB on 0 1 0 1 s_3 5 1.346
22 1000 10 32MB off 0 0 0 0 s_1 1 1.303
22 1000 10 32MB off 0 0 0 0 s_1 2 1.284
22 1000 10 32MB off 0 0 0 0 s_1 3 1.286
22 1000 10 32MB off 0 0 0 0 s_1 4 1.312
22 1000 10 32MB off 0 0 0 0 s_1 5 1.340
23 1000 10 32MB off 0 0 0 0 s_2 1 1.395
23 1000 10 32MB off 0 0 0 0 s_2 2 1.368
23 1000 10 32MB off 0 0 0 0 s_2 3 1.421
23 1000 10 32MB off 0 0 0 0 s_2 4 1.384
23 1000 10 32MB off 0 0 0 0 s_2 5 1.360
24 1000 10 32MB off 0 0 0 0 s_3 1 1.408
24 1000 10 32MB off 0 0 0 0 s_3 2 1.323
24 1000 10 32MB off 0 0 0 0 s_3 3 1.366
24 1000 10 32MB off 0 0 0 0 s_3 4 1.352
24 1000 10 32MB off 0 0 0 0 s_3 5 1.346
25 1000 10 64MB on 0 1 0 1 s_1 1 1.327
25 1000 10 64MB on 0 1 0 1 s_1 2 1.303
25 1000 10 64MB on 0 1 0 1 s_1 3 1.259
25 1000 10 64MB on 0 1 0 1 s_1 4 1.312
25 1000 10 64MB on 0 1 0 1 s_1 5 1.311
26 1000 10 64MB on 0 1 0 1 s_2 1 1.343
26 1000 10 64MB on 0 1 0 1 s_2 2 1.346
26 1000 10 64MB on 0 1 0 1 s_2 3 1.335
26 1000 10 64MB on 0 1 0 1 s_2 4 1.295
26 1000 10 64MB on 0 1 0 1 s_2 5 1.324
27 1000 10 64MB on 0 1 0 1 s_3 1 1.375
27 1000 10 64MB on 0 1 0 1 s_3 2 1.340
27 1000 10 64MB on 0 1 0 1 s_3 3 1.337
27 1000 10 64MB on 0 1 0 1 s_3 4 1.309
27 1000 10 64MB on 0 1 0 1 s_3 5 1.316
28 1000 10 64MB off 0 0 0 0 s_1 1 1.316
