id scale ngroups work_mem enable_incrementalsort max_workers incremental partial ios table run duration
1 100000 10 4MB on 0 1 0 1 s_1 1 2.896
1 100000 10 4MB on 0 1 0 1 s_1 2 2.834
1 100000 10 4MB on 0 1 0 1 s_1 3 2.861
1 100000 10 4MB on 0 1 0 1 s_1 4 2.882
1 100000 10 4MB on 0 1 0 1 s_1 5 2.884
2 100000 10 4MB on 0 1 0 1 s_2 1 1.747
2 100000 10 4MB on 0 1 0 1 s_2 2 1.733
2 100000 10 4MB on 0 1 0 1 s_2 3 1.678
2 100000 10 4MB on 0 1 0 1 s_2 4 1.734
2 100000 10 4MB on 0 1 0 1 s_2 5 1.717
3 100000 10 4MB on 0 1 0 1 s_3 1 1.733
3 100000 10 4MB on 0 1 0 1 s_3 2 1.683
3 100000 10 4MB on 0 1 0 1 s_3 3 1.724
3 100000 10 4MB on 0 1 0 1 s_3 4 1.632
3 100000 10 4MB on 0 1 0 1 s_3 5 1.643
4 100000 10 4MB off 0 0 0 0 s_1 1 10.418
4 100000 10 4MB off 0 0 0 0 s_1 2 10.404
4 100000 10 4MB off 0 0 0 0 s_1 3 10.407
4 100000 10 4MB off 0 0 0 0 s_1 4 10.378
4 100000 10 4MB off 0 0 0 0 s_1 5 10.412
5 100000 10 4MB off 0 0 0 0 s_2 1 10.263
5 100000 10 4MB off 0 0 0 0 s_2 2 10.198
5 100000 10 4MB off 0 0 0 0 s_2 3 10.194
5 100000 10 4MB off 0 0 0 0 s_2 4 10.217
5 100000 10 4MB off 0 0 0 0 s_2 5 10.179
6 100000 10 4MB off 0 0 0 0 s_3 1 10.481
6 100000 10 4MB off 0 0 0 0 s_3 2 10.438
6 100000 10 4MB off 0 0 0 0 s_3 3 10.445
6 100000 10 4MB off 0 0 0 0 s_3 4 10.513
6 100000 10 4MB off 0 0 0 0 s_3 5 10.463
7 100000 10 8MB on 0 1 0 1 s_1 1 2.824
7 100000 10 8MB on 0 1 0 1 s_1 2 2.841
7 100000 10 8MB on 0 1 0 1 s_1 3 2.824
7 100000 10 8MB on 0 1 0 1 s_1 4 2.805
